key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-601300696,Optimized CNN-based facial analysis for depression detection: Managing mental disorder in education.,2026,4,,Brain research bulletin,1873-2747 (Electronic),237,,111829,Wang M and Wu Y and Rezaee K and Khosravi M,https://pubmed.ncbi.nlm.nih.gov/41845968/,eng,,United States,"Major Depressive Disorder (MDD) is frequently under-identified in educational contexts, including arts and design programs, where limited clinical resources and privacy concerns restrict routine screening. Studio-based curricula may introduce critique- and portfolio-driven stressors, motivating low-burden decision support for triage rather than diagnosis. Face-based machine learning can provide a non-intrusive signal when designed to be privacy-preserving and compute-efficient; however, prior work often relies on multimodal inputs, under-reports calibration/robustness, and is not optimized for on-device deployment. We present OCFA (Optimized CNN-Based Facial Analysis), a lightweight face-only pipeline that integrates (1) a RobFaceNet-style backbone with Adapt-Coordinate Attention, (2) multi-objective evolutionary model selection under explicit efficiency and reliability constraints, and (3) post-hoc temperature scaling to improve probabilistic calibration with zero inference-time FLOPs. Because supervision is available at the interview/session level rather than per frame, OCFA aggregates frame-level evidence into a session score (pooling/MIL variants) while enforcing strict subject/session-wise separation to prevent identity leakage. Experiments use the DAIC-WOZ depression subset with PHQ-8-derived labels (binary screening cutoff PHQ-8 ≥ 10) and official train/dev/test partitions; cross-domain generalization is assessed on E-DAIC as an external benchmark with a controlled shift in interview dynamics (WoZ-controlled vs AI-controlled sessions). On the official DAIC-WOZ test split, OCFA achieves 82.98% accuracy, 82.61% F1, AUROC= 0.886, and post-scaling ECE≈ 0.040 at 0.065 GMac (112×112) with 3.80 M parameters. Under the same frozen operating point (no external-set re-tuning), OCFA attains 81.10% accuracy, 80.20% F1, and AUROC= 0.874 on E-DAIC. For privacy-aligned interpretability, we report SHAP-based global feature importance without exposing identifiable face imagery. OCFA is designed as a calibrated, on-device compatible risk estimator for human-in-the-loop screening workflows (including art and design schools). Prospective validation under real educational capture conditions remains necessary before operational deployment.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.1016/j.brainresbull.2026.111829,"Humans;*Major Depressive Disorder/diagnosis;*Neural Networks, Computer;Machine Learning;Female;Male",41845968,
rayyan-601300697,An Explainable AI Tool (FibroX) for Detecting Advanced Liver Fibrosis in Adults With Type 2 Diabetes: Protocol for a Pilot Crossover Trial.,2026,5,21,JMIR research protocols,1929-0748 (Electronic),15,,e90456,Njei B and Kanmounye US,https://pubmed.ncbi.nlm.nih.gov/41974444/,eng,,Canada,"BACKGROUND: Metabolic dysfunction-associated steatotic liver disease is highly prevalent in adults with type 2 diabetes, and advanced fibrosis is its strongest prognostic marker. However, existing noninvasive tools may underperform in diabetes care and are inconsistently used in practice. OBJECTIVE: This study aims to evaluate the feasibility, usability, and preliminary diagnostic effectiveness of FibroX, an explainable artificial intelligence tool for identifying metabolic dysfunction-associated steatotic liver disease-associated advanced fibrosis in adults with type 2 diabetes. METHODS: This 12-month health care provider-level randomized crossover pilot trial will enroll at least 36 primary care clinicians managing adults with type 2 diabetes. Participants will complete 2 simulated care periods: one with FibroX-enabled care and one with usual care, separated by a 1-week washout. FibroX generates individualized advanced fibrosis risk estimates from routine clinical data, provides guideline-aligned triage categories, and displays case-level explanatory outputs using Shapley Additive Explanations. FibroX is an investigational tool and is not currently used in routine clinical practice. Primary outcomes are feasibility and usability, while secondary and exploratory outcomes include workflow efficiency, preliminary diagnostic performance, and implementation measures. RESULTS: Institutional review board approval has been obtained. The protocol was registered on ClinicalTrials.gov (NCT07305324) on December 1, 2025. At the time of submission, recruitment had not yet begun. The study is currently unfunded. Preparatory activities, including platform development and case validation, are ongoing. Recruitment is expected to begin in June 2026, with primary completion anticipated in May 2027 and results expected to be available in late 2027. CONCLUSIONS: This pilot study will provide preliminary evidence on the feasibility, usability, and diagnostic performance of an explainable artificial intelligence tool for fibrosis risk stratification in diabetes care and will inform the design of a future larger trial. TRIAL REGISTRATION: ClinicalTrials.gov NCT07305324; https://clinicaltrials.gov/study/NCT07305324. INTERNATIONAL REGISTERED REPORT IDENTIFIER (IRRID): PRR1-10.2196/90456.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.2196/90456,"Humans;Pilot Projects;*Diabetes Mellitus, Type 2/complications;*Liver Cirrhosis/diagnosis/etiology;Cross-Over Studies;*Artificial Intelligence;Adult;Male;Female",41974444,PMC13237532
rayyan-601300698,Which explanations do clinicians prefer? A comparative evaluation of XAI understandability and actionability in predicting the need for hospitalization.,2025,7,16,BMC medical informatics and decision making,1472-6947 (Electronic),25,1,269,Bergomi L and Nicora G and Orlowska MA and Podrecca C and Bellazzi R and Fregosi C and Salinaro F and Bonzano M and Crescenzi G and Speciale F and Di Pietro S and Zuccaro V and Asperges E and Sacchi P and Valsecchi P and Pagani E and Catalano M and Bortolotto C and Preda L and Parimbelli E,https://pubmed.ncbi.nlm.nih.gov/40671048/,eng,,England,"BACKGROUND: This study aims to address the gap in understanding clinicians' attitudes toward explainable AI (XAI) methods applied to machine learning models using tabular data, commonly found in clinical settings. It specifically explores clinicians' perceptions of different XAI methods from the ALFABETO project, which predicts COVID-19 patient hospitalization based on clinical, laboratory, and chest X-ray at time of presentation to the Emergency Department. The focus is on two cognitive dimensions: understandability and actionability of the explanations provided by explainable-by-design and post-hoc methods. METHODS: A questionnaire-based experiment was conducted with 10 clinicians from the IRCCS Policlinico San Matteo Foundation in Pavia, Italy. Each clinician evaluated 10 real-world cases, rating predictions and explanations from three XAI tools: Bayesian networks, SHapley Additive exPlanations (SHAP), and AraucanaXAI. Two cognitive statements for each method were rated on a Likert scale, as well as the agreement with the prediction. Two clinicians answered the survey during think-aloud interviews. RESULTS: Clinicians demonstrated generally positive attitudes toward AI, but high compliance rates (86% on average) indicate a risk of automation bias. Understandability and actionability are positively correlated, with SHAP being the preferred method due to its simplicity. However, the perception of methods varies according to specialty and expertise. CONCLUSIONS: The findings suggest that SHAP and AraucanaXAI are promising candidates for improving the use of XAI in clinical decision support systems (DSSs), highlighting the importance of clinicians' expertise, specialty, and setting on the selection and development of supportive XAI advice. Finally, the study provides valuable insights into the design of future XAI DSSs.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.1186/s12911-025-03045-0,Humans;*COVID-19/therapy/diagnosis;*Attitude of Health Personnel;*Hospitalization/statistics & numerical data;Male;Female;*Machine Learning;Italy;Adult;Surveys and Questionnaires;Middle Aged;SARS-CoV-2,40671048,PMC12265231
rayyan-601300699,Clinically Deployable Handwriting Biomarkers of Parkinson's Disease via Multiscale Attention and Bayesian-Genetic Optimization.,2026,5,,Brain and behavior,2162-3279 (Electronic),16,5,e71457,Rezaee K and Fakhrabadi AK,https://pubmed.ncbi.nlm.nih.gov/42050861/,eng,,United States,"INTRODUCTION: Subtle PD motor abnormalities can be underappreciated in examination but are overtly present in handwriting. Spiral, meander, and wave drawings are noninvasive, low-cost methods for capturing PD motor signatures and are easily collected on a tablet. Deep learning is a natural framework to decode such features, but most handwriting-based PD classifiers have not been thoroughly optimized or tested for generalization, leaving their clinical utility unverified. METHODS: PD-MGMA-DSCNN is a multiscale gated multi-head attention depthwise separable convolutional network operating on a unified RGB image of spiral, meander, and wave tasks. A PD-specific Bayesian-genetic optimization scheme (PD-BayGA) was used to tune a suite of key architectural and training hyperparameters. Model decisions were interpreted using SHAP-based superpixel attribution maps to link discriminative regions to previously described Parkinsonian handwriting abnormalities. RESULTS: On the PaHaW dataset, PD-MGMA-DSCNN achieved 98.23% accuracy on the held-out internal test set, outperforming CNN, RNN, 3D CNN, and ensemble baselines reported in the literature. Using the finalized configuration developed on PaHaW, external evaluation on the independent HandPD dataset yielded 99.42% accuracy, together with high ROC-AUC and precision-recall performance under clinically motivated rule-out and rule-in thresholds. These findings support the potential use of a three-zone risk stratification scheme within a standardized image-based drawing framework. CONCLUSIONS: PD-MGMA-DSCNN provides state-of-the-art performance in handwriting-based PD detection while remaining a compact, systematically optimized model with clinically interpretable explanations. The framework may support tablet-based PD screening or triage in movement-disorder clinics and longitudinal monitoring, and serves as a practical starting point for incorporating digital handwriting biomarkers into clinical PD care.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.1002/brb3.71457,Humans;*Parkinson Disease/physiopathology/diagnosis;*Handwriting;Bayes Theorem;Biomarkers;Deep Learning;Male;Middle Aged;*Attention/physiology;Female,42050861,PMC13125362
rayyan-601300700,Zero-Shot Lung Disease Detection Using Radiological Symptomatic Descriptors and Pretrained Neural Networks.,2026,3,30,Journal of imaging informatics in medicine,2948-2933 (Electronic),,,,Ahmed S and Hamid MA and Monowar MM and Yousuf MA,https://pubmed.ncbi.nlm.nih.gov/41912958/,eng,,Switzerland,"Aligning radiological features with clinical text descriptions remains a key challenge for zero-shot disease recognition in chest radiography. We propose DVLM (Dual-Head Vision-Language Model with Neural Memory), a framework combining Vision Transformer visual encoding with ClinicalBERT-based text processing through parallel contrastive and supervised learning branches. A neural memory module stores disease-relevant patterns during training for improved generalization to unseen pathologies. We evaluated DVLM on CheXpert, MIMIC-CXR, and PadChest using multi-seed validation (five seeds  ×  fivefold cross-validation), controlled ablation studies, and statistical significance testing. DVLM achieved 90.0% ± 0.28% macro-averaged AUROC on CheXpert (95% CI, 89.5-90.6%), with the neural memory module contributing +3.3% improvement ( p < 0.001 , Cohen's d = 0.89 ). For zero-shot classification (25% held-out diseases), DVLM achieved 73.5% AUROC, outperforming MedKLIP by 2.3%. Temperature scaling reduced calibration error by 72%, and Grad-CAM localization achieved an IoU of 0.642 against radiologist annotations. Subgroup analysis confirmed equitable performance across demographic groups (maximum disparity, 1.3%). While DVLM demonstrates strong ranking capability suitable for triage applications, threshold-based classification for rare diseases remains limited (F1, 24.8-30.1%), indicating the need for radiologist confirmation in clinical deployment.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.1007/s10278-026-01914-2,"",41912958,
rayyan-601300701,Diagnostic accuracy of Dual-Energy CT in detecting traumatic vertebral bone marrow edema: a prospective comparative study with MRI in the context of a level I trauma center.,2025,10,,Neuroradiology,1432-1920 (Electronic),67,10,2977-2987,Beyer T and Volmer E and Gahr P and Weber MA,https://pubmed.ncbi.nlm.nih.gov/40982062/,eng,,Germany,"BACKGROUND: Traumatic vertebral fractures present a significant diagnostic challenge in emergency settings. Magnetic resonance imaging (MRI) excels in detecting bone marrow edema but faces practical limitations in acute trauma care. This prospective study evaluates the diagnostic accuracy of Dual-Energy Computed Tomography (DECT) in detecting traumatic vertebral bone marrow edema within a Level I trauma center environment. METHODS: Between May 2020 and July 2023, 291 DECT examinations were performed on adult patients presenting with suspected or confirmed spinal injury. From these, 233 (80.1%) met quality criteria for analysis. A subgroup of 47 patients underwent additional MRI as reference standard, with 44 (93.6%) providing diagnostically evaluable images. Two board-certified radiologists independently assessed vertebral bone marrow edema presence in blinded, randomized evaluations using both modalities. Diagnostic parameters, examination times, radiation exposure, and cost-efficiency were analyzed. RESULTS: DECT demonstrated an overall sensitivity of 82.9% and specificity of 96.6% for detecting vertebral bone marrow edema compared to MRI. The thoracolumbar junction showed highest sensitivity (91.7% for L3). DECT examination time was 7.2 minutes (including post-processing) versus 12 minutes for MRI, meaning MRI required 66.7% more time than DECT. DECT radiation exposure showed a mean dose-length product increase of only 3% compared to conventional CT. Body mass index showed no significant influence on DECT interpretability (p=0.196) or diagnostic accuracy except in isolated segments (L3, T11). Cost-benefit analysis revealed potential savings of 49.1% (€104.40) per spinal segment with DECT-based diagnostic pathways. CONCLUSION: DECT offers high diagnostic accuracy for detecting traumatic vertebral bone marrow edema with substantial time and cost advantages compared to MRI. The technique demonstrates particular value in acute trauma settings, while acknowledging limitations from artifacts (19.9% of cases) primarily caused by medical devices. These findings support implementing DECT as an efficient alternative to MRI in spinal trauma diagnostics.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.1007/s00234-025-03763-2,"Humans;*Magnetic Resonance Imaging/methods;*Edema/diagnostic imaging/etiology;Prospective Studies;Male;Female;*Tomography, X-Ray Computed/methods;Middle Aged;Adult;Trauma Centers;Sensitivity and Specificity;*Bone Marrow Diseases/diagnostic imaging/etiology;*Spinal Injuries/diagnostic imaging/complications;Aged;*Radiography, Dual-Energy Scanned Projection/methods;*Spinal Fractures/diagnostic imaging/complications",40982062,PMC12855451
rayyan-601300702,Simulation of various randomization strategies for a clinical trial in sickle cell disease.,2016,5,,"Hematology (Amsterdam, Netherlands)",1607-8454 (Electronic),21,4,241-7,Meurer WJ and Connor JT and Glassberg J,https://pubmed.ncbi.nlm.nih.gov/26868369/,eng,,England,"OBJECTIVE: To use numerical simulation to evaluate various randomization strategies for a clinical trial in sickle cell disease (SCD). METHODS: The Inhaled Mometasone to Promote Reduction in Vaso-occlusive Events trial* is a randomized, controlled, feasibility study of inhaled mometasone for individuals with SCD who do not have asthma. The target sample size is 45 patients and one goal is to limit imbalance with respect to two important covariates (1) hydroxyurea use and (2) historical emergency department (ED) utilization. We compared three methods of patient allocation (simple randomization, block randomization, and biased-coin adaptive randomization) using numerical simulation (10 000 trials). The primary outcome measure was the proportion of simulated trials with numerically apparent differences in the two covariates: hydroxyurea use (binary) and ED utilization (three-level ordinal). RESULTS: Overall, only 1.6% of simulated trials had any covariate comparison with P < 0.3 across groups for simple randomization, and 0% for both the block and adaptive randomization. In trials where the total sample size was 45 patients, the block randomization strategy achieved the greatest balance because participants were deterministically assigned to the treatment arm that balanced covariates. The adaptive strategy achieved similar results without deterministic treatment assignments even when trials included only 45 patients. DISCUSSION: Adaptive clinical trial designs have potential to mitigate some of the challenges that have hampered SCD trials. In small exploratory trials, even non-statistically significant differences in important covariates can threaten interpretability and external validity. CONCLUSION: Adaptive randomization performed similarly to block randomization and offers advantages including better allocation concealment and less ability for investigators to predict the next assignment.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.1080/10245332.2015.1101966,"Anemia, Sickle Cell/*drug therapy;Female;Humans;Male;*Models, Biological;Mometasone Furoate/*administration & dosage;Random Allocation",26868369,PMC5012429
rayyan-601300703,Data Assimilation Substitutes for Biological Complexity in Hybrid Influenza Forecasting Models.,2026,5,27,medRxiv : the preprint server for health sciences,,,,,Alleman TW and Van Wesemael T and Shanker N and Mietchen MS and Loo S and Ajagbe O and Baetens JM and Lemaitre J and Hill AL and Truelove SA and Bento AI,https://pubmed.ncbi.nlm.nih.gov/42245047/,eng,,United States,"Hybrid mechanistic-statistical models offer interpretability and adaptability for short-term seasonal epidemic forecasting, but it remains unclear whether their accuracy depends more on increased biological complexity or on the assimilation of richer data. Using eight retrospective influenza seasons in North Carolina, we evaluate whether training on historical data and assimilating auxiliary emergency department (ED) visit data improves four-week-ahead hospital admission forecasts more than adding biological complexity (multi-subtype structure and cross-season immunity). Hierarchical Bayesian training on historical data improves accuracy by 22.4% (95% CI: 16.4-28.1%), and inclusion of ED visit data yields a further 5.3% (95% CI: 3.0-7.6%) improvement, whereas added biological complexity produces diminishing or null gains. We further observe a substitution effect in which ED visit data partially compensates for omitted biological structure. We deployed a simplified model variant in the 2025-2026 CDC FluSight Challenge and ranked among the top ensemble performers, supporting the robustness of Bayesian hierarchical training in real time. Together, these findings indicate that short-term forecast accuracy is driven more by historical learning and assimilating auxiliary signals than by biological fidelity, with implications for how forecasting systems should balance mechanistic complexity.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.64898/2026.05.19.26353597,"",42245047,PMC13232418
rayyan-601300704,Morphology-guided attention networks for explainable skin cancer detection under clinical uncertainty.,2026,,,Frontiers in oncology,2234-943X (Print),16,,1804329,Sajid MZ and Hamid MF and Yang Z and Alhefdi M and Alsenan S and Nam Y,https://pubmed.ncbi.nlm.nih.gov/42022332/,eng,,Switzerland,"Accurate and reliable skin cancer detection from dermoscopic images remains challenging due to large visual variability, overlapping lesion appearances, and inherent clinical uncertainty. To address these issues, this work proposes a morphology-guided attention framework for explainable and uncertainty-aware skin lesion classification. The system integrates lesion segmentation to preserve clinically meaningful morphological structures, followed by an attention-based classification network that emphasizes diagnostically relevant regions while suppressing background artifacts. Visual attention and attribution maps are generated to provide transparent explanations aligned with established dermoscopic criteria. In addition, an uncertainty estimation module is incorporated to quantify prediction confidence and identify ambiguous or out-of-distribution cases for safe clinical triage. The proposed approach is evaluated on publicly available dermoscopic datasets and achieves classification accuracy 99.12% with a recall rate above 99% for malignant lesions, demonstrating strong sensitivity for early cancer detection. Experimental results show that morphology-guided attention improves both classification performance and interpretability compared to conventional deep learning models. Furthermore, uncertainty-aware predictions enhance model reliability by reducing overconfident errors in challenging cases. These findings indicate that the proposed framework offers a robust, explainable, and clinically relevant solution for automated skin cancer screening under real-world conditions.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.3389/fonc.2026.1804329,"",42022332,PMC13097149
rayyan-601300705,Determination of the cardiac drug amiodarone and its N-desethyl metabolite in sludge samples.,2015,5,15,Journal of chromatography. A,1873-3778 (Electronic),1394,,62-70,Montes R and Rodríguez I and Casado J and López-Sabater MC and Cela R,https://pubmed.ncbi.nlm.nih.gov/25846262/,eng,,Netherlands,"For the first time, a procedure for the simultaneous determination of the iodinated drug amiodarone and its major metabolite, N-desethylamiodarone, in sludge from urban sewage treatment plants (STPs) is proposed. Matrix solid-phase dispersion (MSPD) followed by on-line cationic exchange clean-up, in modular configuration, was used as sample preparation technique. Liquid chromatography with tandem mass spectrometry (LC-MS/MS), based on a hybrid quadrupole time-of-flight (QTOF) system, was employed for the selective determination of target compounds. The optimized procedure provided exhaustive recoveries with little effect of the sample matrix in the efficiency of electrospray ionization (ESI). The overall recoveries of the method ranged between 95 and 111%, for samples spiked at different concentration levels. The achieved limits of quantification (LOQs) remained below 10ngg(-1) for both compounds, and the linear response range extended up to 2500ngg(-1). Amiodarone and N-desethylamiodarone were ubiquitous in sludge samples, from different STPs located in the Northwest of Spain, with maximum concentrations above 300ngg(-1) referred to the freeze-dried matrix. They were also present in stabilized sludge (mixed with lime and thermally dehydrated), which is mostly disposed in agriculture fields as fertilizer. Furthermore, mono-iodinated analogues of amiodarone and N-desethylamiodarone were also tentatively identified in some samples from their accurate MS and MS/MS spectra.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.1016/j.chroma.2015.03.024,"Amiodarone/*analogs & derivatives/analysis;Cardiovascular Agents/*analysis;Chromatography, Liquid/methods;Environmental Pollutants/*analysis;Sewage/*chemistry;Spain;Tandem Mass Spectrometry/methods",25846262,
rayyan-601300706,Serious injury prediction in motor vehicle crashes: a nonlinear modeling approach using trainable B-spline functions.,2026,5,8,Traffic injury prevention,1538-957X (Electronic),,,1-9,Mei Y and Sato F and Miyazaki Y,https://pubmed.ncbi.nlm.nih.gov/42102299/,eng,,England,"OBJECTIVE: Advanced Automatic Collision Notification (AACN) systems rely on accurate prediction of serious occupant injuries to guide emergency response decisions. Current injury severity prediction (ISP) algorithms predominantly use logistic regression models that assume linear relationships in the log-odds space, potentially overlooking complex nonlinear patterns between crash characteristics and injury outcomes. This study aims to develop an improved ISP algorithm that can capture and explicitly represent these nonlinear relationships while maintaining model interpretability comparable to traditional approaches. METHODS: We developed a prediction model based on trainable B-spline functions using crash data from the US National Automotive Sampling System-Crashworthiness Data System (NASS-CDS, 2010-2015) and Crash Investigation Sampling System (CISS, 2017-2023). The final complete dataset comprised 17,045 crash-involved occupants representing 9,225,347 weighted occupants nationwide. In addition to developing the predictive model using the complete dataset, we also conducted imputation and resampling experiments to demonstrate the distribution of potential model outcomes. Beyond predictors commonly employed in existing AACN algorithms, we incorporated underutilized information related to collision objects, including crash type and hit object type. Model performance was evaluated using both traditional classification metrics and triage-specific measures designed for AACN applications. RESULTS: The proposed model outperformed existing AACN ISP algorithms across all evaluation metrics. Analysis of the trained model revealed that continuous risk factors exhibit distinct nonlinear relationships with serious injury in the log-odds space: delta-V follows an arctangent-like relationship, principal directions of force (PDOF) exhibit a distinct bimodal pattern, and both occupant age and BMI show a Gaussian-like relationship. Among categorical predictors, crash type and hit object type were identified as influential categorical predictors. CONCLUSIONS: Trainable B-spline functions enable effective modeling of complex nonlinear relationships in crash injury prediction while providing explicit mathematical formulations similar to traditional logistic regression. The identification of specific functional patterns for key risk factors enhances understanding of injury mechanisms and provides a foundation for more accurate AACN systems. These findings, including the importance of previously underutilized predictors such as crash type and hit object type, provide a reference for the future development of AACN prediction systems.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.1080/15389588.2026.2655342,"",42102299,
rayyan-601300707,Exploring the potential of XAI methods in generating clinically meaningful explanations for glycemia prediction in diabetes patients.,2026,3,14,BMC medical informatics and decision making,1472-6947 (Electronic),26,1,,Rotbei S and Soler PM and Merino-Barbancho B and Lopez-Perez L and Anchuelo AC and García LP and Forés RM and Matus LM and Albert RM and Andicoechea AO and Panadero RP and San Martín Díez MÁ and Sánchez AB and Barrón RS and Irimia A and Esculano ER and Vinceixo MC and Chaib FB and Tourab H and Fico G and Botta A,https://pubmed.ncbi.nlm.nih.gov/41832504/,eng,,England,"PURPOSE: Glycemic emergencies are a frequent cause of hospital admissions and can lead to severe complications, particularly in older or medically complex patients. Anticipating these events is essential for timely intervention and personalized care. This study aimed to identify patients at risk of hypoglycemia or hyperglycemia using routinely collected data from emergency department of 11 hospitals in Spain. METHODS: A comprehensive modeling framework was designed to identify glycemic events from clinical data. Multiple supervised learning algorithms were trained and validated using routinely collected patient variables. Model explainability was ensured through the integration of XAI methods, which quantified the contribution of individual clinical features to prediction outcomes. This approach enabled transparent model behavior, supporting clinical understanding and facilitating patient risk stratification. RESULTS: The developed models achieved predictive accuracies between 70% and 74%. Explainability analyses revealed distinct glycemic risk patterns: patients aged 87 years and above were predominantly hypoglycemic, while among younger individuals, those with a body temperature exceeding 36 [Formula: see text]C, Chronic Kidney Disease (CKD) (creatinine [Formula: see text]), and platelet counts below [Formula: see text] were more likely to be hyperglycemic, whereas others tended toward hypoglycemia. CONCLUSIONS: These results highlight the predictive value of age, thermoregulation, renal function, and hematologic parameters in assessing glycemic risk. The combination of machine learning and explainability provides interpretable, actionable insights to support early risk stratification and improve outcomes in diabetes care. TRIAL REGISTRATION: This retrospective study was approved by the Comité de Ética de la Investigación con medicamentos (CEIm) of Hospital Clínico San Carlos (Madrid, Spain) (Approval code: 19/332-E). The requirement for informed consent was waived. All procedures followed institutional ethics standards, the Declaration of Helsinki, and applicable national regulations. Retrospectively registered. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1186/s12911-026-03420-5.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.1186/s12911-026-03420-5,"",41832504,PMC13101347
rayyan-601300708,MSAT: a FAERS-informed heterogeneous graph neural network for pharmacovigilance prediction of Chinese materia medica-associated adverse drug reactions.,2026,,,Frontiers in pharmacology,1663-9812 (Print),17,,1774128,Shi B and Li X and Fang J and Chen J and Yang J,https://pubmed.ncbi.nlm.nih.gov/41836021/,eng,,Switzerland,"BACKGROUND: Post-marketing safety surveillance of Chinese Materia Medica (CMM) is challenged by multi-component chemical heterogeneity and the limited mechanistic interpretability of signals derived solely from spontaneous reports. The FDA Adverse Event Reporting System (FAERS) provides large-scale pharmacovigilance evidence, yet it is noisy, susceptible to reporting bias, and weakly linked to underlying biological mechanisms. We aimed to develop an FAERS-informed, clinically oriented framework to predict CMM-associated adverse drug reactions (ADRs). METHODS: We constructed an evidence-rich heterogeneous graph integrating CMMs, compounds, protein targets, and ADRs. To differentiate pharmacovigilance-derived statistical associations from binary molecular interactions, we augmented each CMM-ADR edge with a six-dimensional evidence feature vector (including semantic similarity, FAERS evidence as log-transformed report counts, source provenance, and topology-derived structural metrics) and used it to condition attention during message passing. We propose MSAT, a multi-scale heterogeneous graph neural network comprising: (i) an Evidence-Semantic Adaptive Gate to inject evidence-conditioned attention bias, (ii) a Hierarchical Signal Propagation layer to model cross-scale transduction from molecular mechanisms to clinical phenotypes, and (iii) a Hub-Calibrated Inference module to mitigate hub-driven bias. We evaluated MSAT using stratified 10-fold cross-validation, stress-tested robustness under increasing class imbalance up to a 1:10 positive:negative ratio, and assessed cold-start generalization. High-confidence predicted results were further examined via external database concordance and literature support. RESULTS: In stratified 10-fold cross-validation on 27,062 curated CMM-ADR associations, MSAT achieved strong performance (AUC = 0.9792, AUPRC = 0.9766) and outperformed representative heterogeneous GNN baselines. MSAT remained robust under severe class imbalance (up to 1:10) and demonstrated favorable generalization in cold-start settings. Among the top 15 high-confidence predicted results absent from the labeled positives, 13/15 (86.7%) were supported by independent database or literature evidence. For example, MSAT prioritized a potential liver-injury signal for Aiye (Artemisia argyi) (predicted ADR: drug-induced liver injury, DILI), consistent with external evidence. CONCLUSION: By unifying FAERS pharmacovigilance evidence with multi-scale biomedical mechanisms in a heterogeneous graph learning framework, MSAT enables robust prediction and prioritization of CMM-associated ADR risks. This framework can support hypothesis generation and risk triage for post-marketing safety surveillance of complex Chinese Materia Medica products.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.3389/fphar.2026.1774128,"",41836021,PMC12979427
rayyan-601300709,Automated detection of C-shaped canals in mandibular second molars from panoramic radiographs: comparing single and ensemble convolutional neural networks within a 2-stage pipeline.,2026,4,23,Clinical oral investigations,1436-3771 (Electronic),30,5,,Çakmak YE and Er K,https://pubmed.ncbi.nlm.nih.gov/42020627/,eng,,Germany,"OBJECTIVES: This study aimed to develop and validate a two-stage deep-learning workflow that automatically localizes mandibular second molars on panoramic radiographs and classifies C-shaped canal presence as an explainable, clinically deployable decision-support tool. MATERIALS AND METHODS: A total of 1,252 panoramic radiographs (2015–2025) were retrieved from a digital archive. Stage 1 employed YOLOv8 to detect teeth #37 and #47. Stage 2 applied three CNNs (DenseNet-169, EfficientNet-B6, ConvNeXt-Base) and ensemble approaches to classify C-shaped canals on YOLO-derived crops. Data were split 70/15/15 for training/validation/testing. Detection was evaluated using IoU and mAP; classification via accuracy, sensitivity, specificity, F1-score, and AUC. Pairwise AUC comparisons used DeLong test with Bonferroni correction. Grad-CAM provided visual explanations. RESULTS: YOLOv8 achieved high localization performance, reliably supplying regions of interest to classifiers. ConvNeXt-Base demonstrated the most consistent discrimination with top-tier accuracy and F1-score. A binary EfficientNet-ConvNeXt ensemble performed comparably to the best individual model, while the tertiary ensemble showed no improvement. DeLong analysis revealed statistically significant AUC advantage of ConvNeXt-Base over DenseNet-169 for tooth #47 after correction. CONCLUSIONS: This two-stage pipeline enables accurate, automation-ready detection of C-shaped canals from routine panoramic radiographs, potentially informing patient triage and CBCT indication decisions. Multicenter validation is warranted before clinical deployment. CLINICAL RELEVANCE: This AI system offers a practical screening tool using existing panoramic radiographs to identify high-risk patients, potentially improving treatment planning efficiency, reducing unnecessary CBCT referrals, and alerting clinicians to complex anatomy before endodontic therapy. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1007/s00784-026-06868-x.","RAYYAN-INCLUSION: {""ANIRBAN""=>""Excluded""}",10.1007/s00784-026-06868-x,"",42020627,PMC13102809
